BossId,BossType,Name,Photo,Image,Class,LevelShow,Level,Stars,LiveTime,PreBoss,NFTEquips,NFTEquipsLevel,EnergyCost,BaseHP,BaseAtk,BaseAtkGap,HPAddRate,ATKAddRate,ATKSpeedAddRate,CriRate,CriDmgRate,HitRate,DodgeRate,DmgAddRate,DmgReduceRate,AtkBuffRate,DefenseBuffRate,WinDmgRate,FirstWinAwards,Awards,FinderAwards,KillerAwards,DmgAwards,DmgAwardsCOE1,DmgAwardsCOE2,ManaAwards,BuffCardRandPool
int,int,string,string,string,int,string,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,string,string,string,string,int,int,string,int
BossId,Boss类型0讨伐1NFT,Boss名字,Boss图片地址,Boss图片,系列,展示等级,等级,星级,存活时间秒,前置boss,挑战需要装备的NFT武器(id1;id2;id3),挑战需要装备的NFT武器总等级,体力消耗,基础HP,基础攻击,基础攻击间隔秒,HP加成比例(万分位),攻击加成比例(万分位),攻击速度加成比例(万分位),暴击率(万分位),暴击伤害(万分位),命中率(万分位),闪避率(万分位),增害比例(万分位),减伤比例(万分位),攻击buff(万分位),减伤buff(万分位),胜利伤害比例(万分位),首通奖励列表(格式 物品id1:数量;物品id2:数量2 例如 1:80;2:100),奖励列表(格式 物品id1:数量下限1|数量上限1;物品id2:数量下限2|数量上限2 例如 1:80|100;2:80|100),发现者奖励列表(格式 物品id1:数量1;物品id2:数量2 例如 1:80;2:80),击杀者奖励列表(格式 物品id1:数量1;物品id2:数量2 例如 1:80;2:80),参与者奖励列表(格式 物品id1:数量1;物品id2:数量2 例如 1:80;2:80),参与者奖励计算参数1(万分位),参与者奖励计算参数2(万分位),玛娜结晶奖励其中一部分会进入PVP奖池(格式 总数量:进入PVP奖池的数量),buff卡随机池
10001,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,1-1,4,4,,,,,10,500,50,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:70,10:24|27,,,,,,,1
10012,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,4-3,40,40,,10011,,,10,1760,176,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:414,10:91|101,,,,,,,
10013,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,5-1,44,44,,10012,,,10,1970,197,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:475,10:101|116,,,,,,,
10014,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,5-2,47,47,,10013,,,10,2200,220,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:561,10:116|131,,,,,,,
10015,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,5-3,50,50,,10014,,,10,2460,246,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:651,10:131|146,,,,,,,
10016,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,6-1,54,54,,10015,,,10,2750,275,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:746,10:146|167,,,,,,,
10017,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,6-2,57,57,,10016,,,10,3080,308,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:878,10:167|188,,,,,,,
10018,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,6-3,60,60,,10017,,,10,3450,345,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:1017,10:188|209,,,,,,,
10019,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,7-1,64,64,,10018,,,10,3860,386,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:1162,10:209|240,,,,,,,
10020,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,7-2,67,67,,10019,,,10,4320,432,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:1366,10:240|270,,,,,,,
10021,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,7-3,70,70,,10020,,,10,4830,483,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:1578,10:270|300,,,,,,,
10022,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,8-1,74,74,,10021,,,10,5410,541,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:1799,10:300|344,,,,,,,
10023,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,8-2,77,77,,10022,,,10,6050,605,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:2109,10:344|387,,,,,,,
10024,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,8-3,80,80,,10023,,,10,6760,676,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:2432,10:387|431,,,,,,,
10025,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,9-1,84,84,,10024,,,10,7560,756,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:2768,10:431|493,,,,,,,
10026,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,9-2,87,87,,10025,,,10,8460,846,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:3241,10:493|556,,,,,,,
10027,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,9-3,90,90,,10026,,,10,9460,946,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:3732,10:556|618,,,,,,,
10028,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,10-1,94,94,,10027,,,10,10590,1059,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:4241,10:618|708,,,,,,,
10029,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,10-2,97,97,,10028,,,10,11850,1185,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:4958,10:708|797,,,,,,,
10030,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,10-3,100,100,,10029,,,10,13260,1326,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:5701,10:797|887,,,,,,,
10031,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,11-1,104,104,,10030,,,10,14830,1483,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:6471,10:887|1015,,,,,,,
10032,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,11-2,107,107,,10031,,,10,16590,1659,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:7555,10:1015|1143,,,,,,,
10033,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,11-3,110,110,,10032,,,10,18560,1856,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:8677,10:1143|1272,,,,,,,
10034,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,12-1,114,114,,10033,,,10,20750,2075,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:9836,10:1272|1456,,,,,,,
10035,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,12-2,117,117,,10034,,,10,23200,2320,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:11471,10:1456|1640,,,,,,,
10036,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,12-3,120,120,,10035,,,10,25940,2594,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:13160,10:1640|1824,,,,,,,
10037,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,13-1,124,124,,10036,,,10,29010,2901,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:14903,10:1824|2088,,,,,,,
10038,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,13-2,127,127,,10037,,,10,32440,3244,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:17363,10:2088|2352,,,,,,,
10039,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,13-3,130,130,,10038,,,10,36270,3627,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:19901,10:2352|2616,,,,,,,
10040,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,14-1,134,134,,10039,,,10,40560,4056,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:22515,10:2616|2994,,,,,,,
10041,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,14-2,137,137,,10040,,,10,45360,4536,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:26209,10:2994|3373,,,,,,,
10042,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,14-3,140,140,,10041,,,10,50730,5073,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:30013,10:3373|3751,,,,,,,
10043,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,15-1,144,144,,10042,,,10,56730,5673,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:33928,10:3751|4294,,,,,,,
10044,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,15-2,147,147,,10043,,,10,63440,6344,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:39462,10:4294|4836,,,,,,,
10045,0,BOSS_NAME_10001,https://mirror-realms.io/mor_boss/mimir1.jpg,1001,0,15-3,150,150,,10044,,,10,70930,7093,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,10:45155,10:4836|5379,,,,,,,
11001,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,1-1,4,4,,,,1,10,500,50,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:70;92000001:10,11:24|27,,,,,,1:1,
11002,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,1-2,7,7,,11001,,2,10,560,56,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:83;92000001:10,11:27|30,,,,,,1:1,
11003,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,1-3,10,10,,11002,,3,10,650,65,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:98;92000001:10,11:30|34,,,,,,1:1,
11004,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,2-1,14,14,,11003,,4,10,930,93,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:116;92000001:10,11:34|39,,,,,,1:1,
11005,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,2-2,17,17,,11004,,5,10,1200,120,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:138;92000001:10,11:39|44,,,,,,1:1,
11006,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,2-3,20,20,,11005,,6,10,1490,149,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:162;92000001:10,11:44|49,,,,,,2:1,
11007,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,3-1,24,24,,11006,,7,12,1900,190,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:188;92000001:10,11:49|56,,,,,,2:1,
11008,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,3-2,27,27,,11007,,8,12,2310,231,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:223;92000001:10,11:56|63,,,,,,2:1,
11009,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,3-3,30,30,,11008,,9,12,2730,273,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:261;92000001:10,11:63|71,,,,,,3:1,
11010,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,4-1,34,34,,11009,,10,12,3310,331,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:301;92000001:10,11:71|81,,,,,,3:1,
11011,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,4-2,37,37,,11010,,11,12,3900,390,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:356;92000001:10,11:81|91,,,,,,4:1,
11012,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,4-3,40,40,,11011,,12,12,4500,450,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:414;92000001:10,11:91|101,,,,,,4:1,
11013,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,5-1,44,44,,11012,,13,14,5330,533,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:475;92000001:10,11:101|116,,,,,,4:1,
11014,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,5-2,47,47,,11013,,14,14,6170,617,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:561;92000001:10,11:116|131,,,,,,5:1,
11015,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,5-3,50,50,,11014,,15,14,7030,703,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:651;92000001:10,11:131|146,,,,,,5:1,
11016,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,6-1,54,54,,11015,,16,14,8240,824,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:746;92000001:10,11:146|167,,,,,,6:1,
11017,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,6-2,57,57,,11016,,17,14,9470,947,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:878;92000001:10,11:167|188,,,,,,6:1,
11018,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,6-3,60,60,,11017,,18,14,10720,1072,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:1017;92000001:10,11:188|209,,,,,,7:1,
11019,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,7-1,64,64,,11018,,19,16,12460,1246,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:1162;92000001:10,11:209|240,,,,,,8:1,
11020,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,7-2,67,67,,11019,,20,16,14230,1423,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:1366;92000001:10,11:240|270,,,,,,10:1,
11021,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,7-3,70,70,,11020,,21,16,16020,1602,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:1578;92000001:10,11:270|300,,,,,,11:1,
11022,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,8-1,74,74,,11021,,22,16,18500,1850,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:1799;92000001:10,11:300|344,,,,,,13:1,
11023,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,8-2,77,77,,11022,,23,16,21020,2102,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:2109;92000001:10,11:344|387,,,,,,14:1,
11024,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,8-3,80,80,,11023,,24,16,23570,2357,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:2432;92000001:10,11:387|431,,,,,,16:1,
11025,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,9-1,84,84,,11024,,25,18,27150,2715,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:2768;92000001:10,11:431|493,,,,,,19:1,
11026,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,9-2,87,87,,11025,,26,18,30780,3078,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:3241;92000001:10,11:493|556,,,,,,22:2,
11027,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,9-3,90,90,,11026,,27,18,34460,3446,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:3732;92000001:10,11:556|618,,,,,,25:2,
11028,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,10-1,94,94,,11027,,28,18,39590,3959,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:4241;92000001:10,11:618|708,,,,,,30:3,
11029,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,10-2,97,97,,11028,,29,18,44800,4480,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:4958;92000001:10,11:708|797,,,,,,34:3,
11030,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,10-3,100,100,,11029,,30,18,50090,5009,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:5701;92000001:10,11:797|887,,,,,,39:3,
11031,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,11-1,104,104,,11030,,31,20,57410,5741,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:6471;92000001:10,11:887|1015,,,,,,46:4,
11032,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,11-2,107,107,,11031,,32,20,64830,6483,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:7555;92000001:10,11:1015|1143,,,,,,53:5,
11033,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,11-3,110,110,,11032,,33,20,72360,7236,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:8677;92000001:10,11:1143|1272,,,,,,60:6,
11034,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,12-1,114,114,,11033,,34,20,82810,8281,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:9836;92000001:10,11:1272|1456,,,,,,72:7,
11035,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,12-2,117,117,,11034,,35,20,93400,9340,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:11471;92000001:10,11:1456|1640,,,,,,83:8,
11036,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,12-3,120,120,,11035,,36,20,104140,10414,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:13160;92000001:10,11:1640|1824,,,,,,94:9,
11037,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,13-1,124,124,,11036,,37,22,119050,11905,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:14903;92000001:10,11:1824|2088,,,,,,112:11,
11038,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,13-2,127,127,,11037,,38,22,134170,13417,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:17363;92000001:10,11:2088|2352,,,,,,130:13,
11039,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,13-3,130,130,,11038,,39,22,149500,14950,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:19901;92000001:10,11:2352|2616,,,,,,148:14,
11040,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,14-1,134,134,,11039,,40,22,170820,17082,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:22515;92000001:10,11:2616|2994,,,,,,176:17,
11041,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,14-2,137,137,,11040,,41,22,192420,19242,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:26209;92000001:10,11:2994|3373,,,,,,204:20,
11042,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,14-3,140,140,,11041,,42,22,214320,21432,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:30013;92000001:10,11:3373|3751,,,,,,232:23,
11043,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,15-1,144,144,,11042,,43,24,234000,23400,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:33928;92000001:10,11:3751|4294,,,,,,276:27,
11044,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,15-2,147,147,,11043,,44,24,253930,25393,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:39462;92000001:10,11:4294|4836,,,,,,321:32,
11045,1,BOSS_NAME_11001,https://mirror-realms.io/mor_boss/meni1.jpg,1101,1,15-3,150,150,,11044,,45,24,274110,27411,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,11:45155;92000001:10,11:4836|5379,,,,,,364:36,
12001,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,1-1,4,4,,,,1,10,500,50,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:70;92000001:10,12:24|27,,,,,,1:1,
12002,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,1-2,7,7,,12001,,2,10,560,56,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:83;92000001:10,12:27|30,,,,,,1:1,
12003,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,1-3,10,10,,12002,,3,10,650,65,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:98;92000001:10,12:30|34,,,,,,1:1,
12004,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,2-1,14,14,,12003,,4,10,930,93,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:116;92000001:10,12:34|39,,,,,,1:1,
12005,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,2-2,17,17,,12004,,5,10,1200,120,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:138;92000001:10,12:39|44,,,,,,1:1,
12006,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,2-3,20,20,,12005,,6,10,1490,149,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:162;92000001:10,12:44|49,,,,,,2:1,
12007,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,3-1,24,24,,12006,,7,12,1900,190,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:188;92000001:10,12:49|56,,,,,,2:1,
12008,1,BOSS_NAME_12001,https://mirror-realms.io/mor_boss/Hil1.jpg,1201,2,3-2,27,27,,12007,,8,12,2310,231,9,0,0,0,1000,10000,8000,0,0,0,0,0,8000,12:223;92000001:10,12:56|63,,,,,,2:1,
